frame,x,y,area,dx,dy,displacement
6,15,875,955.5,,,
7,53,871,998.5,38.0,-4.0,38.2099463490856
8,93,872,1158.5,40.0,1.0,40.01249804748511
9,34,1169,3828.0,-59.0,297.0,302.80356668969404
10,155,791,9588.0,121.0,-378.0,396.8941924493227
11,72,1091,15147.5,-83.0,300.0,311.2699792784392
12,48,1069,10857.5,-24.0,-22.0,32.55764119219941
13,64,551,16341.5,16.0,-518.0,518.2470453364881
14,107,587,24372.0,43.0,36.0,56.08029957123981
15,123,803,51855.5,16.0,216.0,216.59178193089414
16,138,801,50820.5,15.0,-2.0,15.132745950421556
17,140,618,32551.5,2.0,-183.0,183.0109286354233
18,147,594,32042.5,7.0,-24.0,25.0
19,161,594,31277.0,14.0,0.0,14.0
20,175,634,34173.0,14.0,40.0,42.37924020083418
21,189,668,34413.5,14.0,34.0,36.76955262170047
22,207,682,32005.0,18.0,14.0,22.80350850198276
23,224,694,28903.5,17.0,12.0,20.808652046684813
24,238,701,25687.5,14.0,7.0,15.652475842498529
25,337,637,7499.5,99.0,-64.0,117.88553770501282
26,421,647,2740.5,84.0,10.0,84.5931439302264
27,238,931,2379.0,-183.0,284.0,337.85351855500926
28,327,623,5768.0,89.0,-308.0,320.6009981269553
29,312,651,18869.5,-15.0,28.0,31.76476034853718
30,294,668,24997.5,-18.0,17.0,24.758836806279895
31,284,644,28748.5,-10.0,-24.0,26.0
32,276,708,40615.5,-8.0,64.0,64.4980619863884
33,252,672,41688.0,-24.0,-36.0,43.266615305567875
34,228,585,32844.0,-24.0,-87.0,90.24965373894794
35,271,629,21467.0,43.0,44.0,61.5223536610881
36,255,620,20290.0,-16.0,-9.0,18.35755975068582
37,235,598,17245.0,-20.0,-22.0,29.732137494637012
38,227,558,15068.0,-8.0,-40.0,40.792156108742276
39,220,527,13223.5,-7.0,-31.0,31.78049716414141
40,182,942,7781.0,-38.0,415.0,416.73612754355725
41,170,952,5898.0,-12.0,10.0,15.620499351813308
42,213,504,2208.0,43.0,-448.0,450.05888503616944
51,213,492,1843.0,0.0,-12.0,12.0
52,241,522,8788.5,28.0,30.0,41.036569057366385
53,250,545,11993.0,9.0,23.0,24.698178070456937
54,261,590,14548.5,11.0,45.0,46.32493928760188
55,265,641,13298.5,4.0,51.0,51.15662224971465
56,258,718,13413.0,-7.0,77.0,77.31752712031083
57,73,1009,19786.5,-185.0,291.0,344.8274931034357
58,57,1001,24359.5,-16.0,-8.0,17.88854381999832
59,45,1022,13929.0,-12.0,21.0,24.186773244895647
60,119,451,11655.5,74.0,-571.0,575.7751297164544
61,182,727,8410.0,63.0,276.0,283.0989226401259
62,66,443,12743.5,-116.0,-284.0,306.7767918210242
63,57,447,11297.5,-9.0,4.0,9.848857801796104
64,52,450,8433.5,-5.0,3.0,5.830951894845301
65,74,996,21224.5,22.0,546.0,546.4430436925701
66,94,1013,30421.0,20.0,17.0,26.248809496813376
67,62,1029,25547.0,-32.0,16.0,35.77708763999664
68,32,1109,7556.5,-30.0,80.0,85.44003745317531
