frame,x,y,area,dx,dy,displacement
13,15,876,987.5,,,
15,40,872,1848.5,25.0,-4.0,25.317977802344327
17,80,875,2235.0,40.0,3.0,40.11234224026316
18,106,875,1064.0,26.0,0.0,26.0
19,34,1169,3890.5,-72.0,294.0,302.6879581351065
20,47,1155,3926.0,13.0,-14.0,19.1049731745428
21,63,1137,8072.0,16.0,-18.0,24.08318915758459
22,189,789,3789.5,126.0,-348.0,370.10809231898725
23,72,1096,12324.5,-117.0,307.0,328.5391909650963
24,223,801,3610.5,151.0,-295.0,331.40006035002466
25,48,1059,7934.0,-175.0,258.0,311.75150360503477
26,40,465,5029.5,-8.0,-594.0,594.0538696111659
27,64,471,8369.5,24.0,6.0,24.73863375370596
28,58,474,7037.0,-6.0,3.0,6.708203932499369
29,61,842,12118.5,3.0,368.0,368.01222805771005
30,92,481,7190.0,31.0,-361.0,362.3285801589491
31,152,609,22812.0,60.0,128.0,141.36477637657833
32,147,630,4544.0,-5.0,21.0,21.587033144922902
33,145,618,28970.5,-2.0,-12.0,12.165525060596439
34,158,560,10774.5,13.0,-58.0,59.43904440685432
35,158,631,31648.0,0.0,71.0,71.0
36,182,1116,9274.5,24.0,485.0,485.59345135617303
37,147,595,28694.5,-35.0,-521.0,522.1743004016954
38,197,565,15460.5,50.0,-30.0,58.309518948453004
39,161,597,27357.0,-36.0,32.0,48.16637831516918
40,191,582,17762.5,30.0,-15.0,33.54101966249684
41,175,641,29010.5,-16.0,59.0,61.1310068623117
42,210,605,18750.5,35.0,-36.0,50.20956084253277
43,189,667,28381.5,-21.0,62.0,65.45991139621256
44,240,628,17046.5,51.0,-39.0,64.20280367709809
45,209,682,26520.0,-31.0,54.0,62.26556030423239
46,291,628,9527.0,82.0,-54.0,98.18350166906862
47,253,671,21594.0,-38.0,43.0,57.38466694161429
48,287,607,3338.5,34.0,-64.0,72.47068372797375
49,284,685,18549.5,-3.0,78.0,78.05767098754612
50,402,645,1442.0,118.0,-40.0,124.59534501738017
51,313,622,3270.5,-89.0,-23.0,91.92388155425118
53,412,652,1167.0,99.0,30.0,103.4456378974
57,350,617,3205.5,-62.0,-35.0,71.19691004531025
59,311,616,6994.5,-39.0,-1.0,39.01281840626232
60,340,594,3298.0,29.0,-22.0,36.40054944640259
61,301,667,18867.0,-39.0,73.0,82.76472678623425
62,300,581,5875.0,-1.0,-86.0,86.00581375697809
63,291,636,21792.0,-9.0,55.0,55.731499172371095
64,376,618,7110.5,85.0,-18.0,86.88498144098322
65,278,681,29999.5,-98.0,63.0,116.50321883965266
66,352,601,9442.5,74.0,-80.0,108.97706180660222
67,258,665,30979.0,-94.0,64.0,113.718951806636
68,323,614,11826.0,65.0,-51.0,82.61961026293939
69,309,590,14272.5,-14.0,-24.0,27.784887978899608
70,292,572,9888.5,-17.0,-18.0,24.758836806279895
71,264,606,18819.0,-28.0,34.0,44.04543109109048
72,262,588,11707.0,-2.0,-18.0,18.110770276274835
73,260,600,16273.0,-2.0,12.0,12.165525060596439
74,250,666,4155.0,-10.0,66.0,66.75327707311455
75,233,564,13355.5,-17.0,-102.0,103.40696301506973
76,240,601,1882.5,7.0,37.0,37.656340767525464
77,236,609,5979.0,-4.0,8.0,8.94427190999916
78,228,567,1949.0,-8.0,-42.0,42.7551166528639
79,192,961,5781.5,-36.0,394.0,395.64125164092786
80,194,934,2493.0,2.0,-27.0,27.073972741361768
81,178,943,5828.0,-16.0,9.0,18.35755975068582
82,176,928,1120.0,-2.0,-15.0,15.132745950421556
83,166,964,3148.0,-10.0,36.0,37.36308338453881
105,241,524,7854.5,75.0,-440.0,446.3462781294362
106,244,533,5281.5,3.0,9.0,9.486832980505138
107,250,551,10235.0,6.0,18.0,18.973665961010276
108,254,572,8190.5,4.0,21.0,21.37755832643195
109,259,599,12280.0,5.0,27.0,27.459060435491963
110,263,618,9184.0,4.0,19.0,19.4164878389476
111,265,647,11010.0,2.0,29.0,29.068883707497267
112,257,684,7514.0,-8.0,37.0,37.8549864614954
113,239,728,9927.0,-18.0,44.0,47.53945729601885
114,230,738,7521.5,-9.0,10.0,13.45362404707371
115,69,1010,16482.5,-161.0,272.0,316.07752213657966
116,209,719,4686.0,140.0,-291.0,322.92568804602706
117,50,1007,14840.5,-159.0,288.0,328.97568299191965
118,50,776,3450.0,0.0,-231.0,231.0
119,42,1022,10803.5,-8.0,246.0,246.13004692641653
120,32,776,2241.5,-10.0,-246.0,246.20316813558676
121,115,448,9081.5,83.0,-328.0,338.33858780813046
122,66,415,1261.5,-49.0,-33.0,59.07622195096772
123,89,409,5908.0,23.0,-6.0,23.769728648009426
124,108,484,1464.5,19.0,75.0,77.3692445355388
125,62,444,10797.0,-46.0,-40.0,60.959002616512684
126,73,444,4388.0,11.0,0.0,11.0
127,44,448,9040.5,-29.0,4.0,29.274562336608895
128,33,448,5467.5,-11.0,0.0,11.0
129,27,451,5554.0,-6.0,3.0,6.708203932499369
130,15,420,1270.5,-12.0,-31.0,33.24154027718932
131,181,708,10121.5,166.0,288.0,332.41540277189324
132,136,1152,5059.0,-45.0,444.0,446.27457915503095
133,120,698,11194.5,-16.0,-454.0,454.2818508371207
134,74,1147,7686.0,-46.0,449.0,451.3501966322824
135,52,1099,15105.5,-22.0,-48.0,52.80151512977634
136,32,1110,6675.0,-20.0,11.0,22.825424421026653
137,25,689,3303.0,-7.0,-421.0,421.0581907527747
