frame,x,y,area,dx,dy,displacement
0,659,485,894.0,,,
1,656,495,955.0,-3.0,10.0,10.44030650891055
2,650,505,829.5,-6.0,10.0,11.661903789690601
7,657,359,923.0,7.0,-146.0,146.16771189288008
8,664,362,1077.0,7.0,3.0,7.615773105863909
9,670,369,1104.0,6.0,7.0,9.219544457292887
10,615,335,1465.5,-55.0,-34.0,64.66065264130884
11,623,340,1543.5,8.0,5.0,9.433981132056603
12,638,340,1741.5,15.0,0.0,15.0
13,555,279,1426.0,-83.0,-61.0,103.00485425454472
14,565,279,1586.5,10.0,0.0,10.0
15,1042,659,1053.0,477.0,380.0,609.8598199586525
16,1031,654,1095.5,-11.0,-5.0,12.083045973594572
17,1020,648,1108.0,-11.0,-6.0,12.529964086141668
18,1009,642,1030.5,-11.0,-6.0,12.529964086141668
20,672,361,837.0,-337.0,-281.0,438.78240621064106
21,978,628,895.0,306.0,267.0,406.1095911204265
22,673,376,810.0,-305.0,-252.0,395.63746030930895
23,609,342,987.5,-64.0,-34.0,72.47068372797375
24,548,276,1589.0,-61.0,-66.0,89.87213138676528
25,558,277,1491.0,10.0,1.0,10.04987562112089
26,564,283,1710.5,6.0,6.0,8.48528137423857
27,571,289,1568.5,7.0,6.0,9.219544457292887
28,577,294,1602.0,6.0,5.0,7.810249675906654
29,613,388,1468.0,36.0,94.0,100.65783625729296
30,613,397,1439.5,0.0,9.0,9.0
31,612,406,1453.5,-1.0,9.0,9.055385138137417
32,611,414,1448.0,-1.0,8.0,8.06225774829855
33,599,331,1724.0,-12.0,-83.0,83.86298349093002
34,601,340,1847.0,2.0,9.0,9.219544457292887
35,605,349,1833.5,4.0,9.0,9.848857801796104
36,608,357,1853.0,3.0,8.0,8.54400374531753
37,611,366,1783.5,3.0,9.0,9.486832980505138
38,616,373,1574.5,5.0,7.0,8.602325267042627
39,619,382,1443.5,3.0,9.0,9.486832980505138
40,616,392,1666.0,-3.0,10.0,10.44030650891055
41,616,400,1676.0,0.0,8.0,8.0
42,617,408,1628.5,1.0,8.0,8.06225774829855
43,616,417,1670.5,-1.0,9.0,9.055385138137417
44,642,269,1803.0,26.0,-148.0,150.2664300500947
45,649,279,1814.0,7.0,10.0,12.206555615733702
46,654,288,1822.0,5.0,9.0,10.295630140987
47,660,298,1816.5,6.0,10.0,11.661903789690601
48,670,298,1497.0,10.0,0.0,10.0
49,669,319,1866.5,-1.0,21.0,21.02379604162864
50,604,241,1709.5,-65.0,-78.0,101.53324578678651
51,612,244,1884.0,8.0,3.0,8.54400374531753
52,619,254,1941.0,7.0,10.0,12.206555615733702
53,626,259,2155.5,7.0,5.0,8.602325267042627
54,633,267,2193.5,7.0,8.0,10.63014581273465
55,639,277,2289.0,6.0,10.0,11.661903789690601
56,645,286,2382.0,6.0,9.0,10.816653826391969
57,646,310,1556.0,1.0,24.0,24.020824298928627
58,649,319,1563.5,3.0,9.0,9.486832980505138
59,652,330,1702.0,3.0,11.0,11.40175425099138
60,654,341,1740.5,2.0,11.0,11.180339887498949
61,635,264,1688.0,-19.0,-77.0,79.30952023559341
62,639,273,1704.5,4.0,9.0,9.848857801796104
63,643,284,1760.5,4.0,11.0,11.704699910719626
64,644,295,1684.0,1.0,11.0,11.045361017187261
65,647,306,1723.0,3.0,11.0,11.40175425099138
66,539,310,1940.0,-108.0,4.0,108.07404868885037
67,543,319,2087.0,4.0,9.0,9.848857801796104
68,549,327,1970.5,6.0,8.0,10.0
69,554,334,1898.0,5.0,7.0,8.602325267042627
70,558,309,3451.5,4.0,-25.0,25.317977802344327
71,541,311,6306.0,-17.0,2.0,17.11724276862369
72,517,289,1980.5,-24.0,-22.0,32.55764119219941
73,521,293,1713.5,4.0,4.0,5.656854249492381
74,528,299,1902.0,7.0,6.0,9.219544457292887
75,537,306,2157.5,9.0,7.0,11.40175425099138
76,587,368,3047.0,50.0,62.0,79.64923100695951
77,592,378,3199.5,5.0,10.0,11.180339887498949
78,598,389,3252.5,6.0,11.0,12.529964086141668
79,603,400,3159.0,5.0,11.0,12.083045973594572
80,608,411,3044.5,5.0,11.0,12.083045973594572
81,580,356,2079.5,-28.0,-55.0,61.71709649683789
82,587,363,2069.0,7.0,7.0,9.899494936611665
83,592,372,1991.0,5.0,9.0,10.295630140987
84,600,378,1606.0,8.0,6.0,10.0
85,606,385,1516.5,6.0,7.0,9.219544457292887
86,607,394,1712.0,1.0,9.0,9.055385138137417
87,610,402,1730.0,3.0,8.0,8.54400374531753
88,538,335,1621.5,-72.0,-67.0,98.35141076771599
89,546,339,1692.5,8.0,4.0,8.94427190999916
90,552,345,1789.5,6.0,6.0,8.48528137423857
91,560,348,1791.0,8.0,3.0,8.54400374531753
92,569,348,1557.0,9.0,0.0,9.0
93,631,449,1501.5,62.0,101.0,118.51160280748886
94,633,458,1464.5,2.0,9.0,9.219544457292887
95,720,402,1159.0,87.0,-56.0,103.46496991735899
96,720,412,1130.5,0.0,10.0,10.0
97,720,422,1150.0,0.0,10.0,10.0
98,696,344,1311.5,-24.0,-78.0,81.60882305241266
99,698,355,1352.0,2.0,11.0,11.180339887498949
100,702,364,1388.0,4.0,9.0,9.848857801796104
101,707,374,1492.5,5.0,10.0,11.180339887498949
102,713,382,1469.0,6.0,8.0,10.0
103,718,390,1443.5,5.0,8.0,9.433981132056603
104,721,401,1503.0,3.0,11.0,11.40175425099138
105,731,403,1058.0,10.0,2.0,10.198039027185569
114,717,377,875.0,-14.0,-26.0,29.5296461204668
115,719,390,903.0,2.0,13.0,13.152946437965905
116,720,403,1046.0,1.0,13.0,13.038404810405298
117,612,306,1593.0,-108.0,-97.0,145.16542288024377
118,616,314,1656.5,4.0,8.0,8.94427190999916
119,619,322,1693.0,3.0,8.0,8.54400374531753
120,625,328,1547.5,6.0,6.0,8.48528137423857
121,628,336,1597.0,3.0,8.0,8.54400374531753
122,633,343,1462.5,5.0,7.0,8.602325267042627
123,643,347,1159.5,10.0,4.0,10.770329614269007
124,645,355,1158.5,2.0,8.0,8.246211251235321
125,1178,545,1089.5,533.0,190.0,565.8524542670112
126,1169,543,1001.0,-9.0,-2.0,9.219544457292887
127,1160,540,1039.0,-9.0,-3.0,9.486832980505138
128,1151,539,1342.5,-9.0,-1.0,9.055385138137417
129,1142,535,1342.0,-9.0,-4.0,9.848857801796104
130,1133,532,1361.0,-9.0,-3.0,9.486832980505138
131,1121,530,1614.0,-12.0,-2.0,12.165525060596439
132,1115,529,1639.5,-6.0,-1.0,6.082762530298219
133,1114,522,2177.0,-1.0,-7.0,7.0710678118654755
134,1103,518,2145.5,-11.0,-4.0,11.704699910719626
135,1083,515,1585.0,-20.0,-3.0,20.223748416156685
136,1073,511,1630.5,-10.0,-4.0,10.770329614269007
137,1069,506,1325.5,-4.0,-5.0,6.4031242374328485
138,1060,501,943.0,-9.0,-5.0,10.295630140987
139,1053,498,941.0,-7.0,-3.0,7.615773105863909
140,1045,495,888.5,-8.0,-3.0,8.54400374531753
141,663,264,957.5,-382.0,-231.0,446.4134854593889
142,669,270,1064.0,6.0,6.0,8.48528137423857
143,675,277,1086.5,6.0,7.0,9.219544457292887
144,680,283,1100.5,5.0,6.0,7.810249675906654
145,685,291,1122.0,5.0,8.0,9.433981132056603
146,689,298,1114.5,4.0,7.0,8.06225774829855
147,692,307,1027.0,3.0,9.0,9.486832980505138
148,696,314,1139.0,4.0,7.0,8.06225774829855
149,699,322,1145.5,3.0,8.0,8.54400374531753
150,701,332,1020.0,2.0,10.0,10.198039027185569
151,647,269,1272.0,-54.0,-63.0,82.97590011563598
152,653,276,1332.5,6.0,7.0,9.219544457292887
153,659,283,1401.0,6.0,7.0,9.219544457292887
154,667,280,982.5,8.0,-3.0,8.54400374531753
155,680,288,1288.0,13.0,8.0,15.264337522473747
156,683,308,1815.5,3.0,20.0,20.223748416156685
157,607,238,1359.0,-76.0,-70.0,103.32473082471591
158,621,243,1049.5,14.0,5.0,14.866068747318506
159,618,250,1476.5,-3.0,7.0,7.615773105863909
160,624,257,1535.0,6.0,7.0,9.219544457292887
161,630,264,1508.0,6.0,7.0,9.219544457292887
162,637,266,1679.5,7.0,2.0,7.280109889280518
163,644,274,1709.5,7.0,8.0,10.63014581273465
164,650,280,1849.5,6.0,6.0,8.48528137423857
