frame,x,y,area,dx,dy,displacement
13,15,876,985.0,,,
15,40,873,1860.5,25.0,-3.0,25.179356624028344
17,80,872,2073.5,40.0,-1.0,40.01249804748511
19,34,1169,3862.0,-46.0,297.0,300.54117854297436
20,154,780,3932.0,120.0,-389.0,407.0884424790269
21,63,1139,7975.0,-91.0,359.0,370.3538848182911
22,190,789,3867.0,127.0,-350.0,372.32915545253775
23,72,1100,11686.0,-118.0,311.0,332.63343187358663
24,224,801,3688.5,152.0,-299.0,335.41765010207797
25,227,814,6378.0,3.0,13.0,13.341664064126334
26,50,465,4399.5,-177.0,-349.0,391.3182847759609
27,64,470,8240.5,14.0,5.0,14.866068747318506
28,87,469,4509.5,23.0,-1.0,23.021728866442675
29,51,842,11041.5,-36.0,373.0,374.73323845103465
30,94,478,6732.0,43.0,-364.0,366.5310355208683
31,153,608,21274.5,59.0,130.0,142.76203977248295
32,25,1062,5459.0,-128.0,454.0,471.6990566028302
33,167,621,21792.0,142.0,-441.0,463.29796028042256
34,130,1100,6756.0,-37.0,479.0,480.4268935020187
35,132,583,22794.5,2.0,-517.0,517.0038684574807
36,183,1114,8214.0,51.0,531.0,533.4435302822595
37,147,573,26621.0,-36.0,-541.0,542.1964588597015
38,198,563,14933.0,51.0,-10.0,51.97114584074513
39,161,598,27987.0,-37.0,35.0,50.93132631298737
40,180,551,9884.0,19.0,-47.0,50.695167422546305
41,175,641,29729.0,-5.0,90.0,90.13878188659973
42,214,605,17669.5,39.0,-36.0,53.075418038862395
43,190,665,28186.5,-24.0,60.0,64.62197768561404
44,241,628,16478.5,51.0,-37.0,63.00793600809346
45,209,681,26395.0,-32.0,53.0,61.91122676865643
46,292,600,6565.0,83.0,-81.0,115.97413504743201
47,254,670,21121.5,-38.0,70.0,79.64923100695951
48,288,606,3288.0,34.0,-64.0,72.47068372797375
49,283,685,16617.0,-5.0,79.0,79.1580697086532
50,404,648,1268.5,121.0,-37.0,126.53062870309307
51,314,622,3320.5,-90.0,-26.0,93.68030742904295
53,423,652,1516.0,109.0,30.0,113.05308487608819
57,344,620,3564.0,-79.0,-32.0,85.23496934944014
59,401,676,8558.5,57.0,56.0,79.90619500389191
60,326,598,4064.0,-75.0,-78.0,108.2081327812286
61,304,667,21511.5,-22.0,69.0,72.42237223399962
62,395,641,6770.0,91.0,-26.0,94.64142856064674
63,289,635,23432.0,-106.0,-6.0,106.16967551989597
64,376,617,8790.0,87.0,-18.0,88.84255736976509
65,275,681,30693.5,-101.0,64.0,119.57006314291216
66,354,599,9366.0,79.0,-82.0,113.86395390991831
67,256,664,31406.0,-98.0,65.0,117.5967686630887
68,324,620,11096.0,68.0,-44.0,80.99382692526635
69,309,589,14047.5,-15.0,-31.0,34.438350715445125
70,293,579,9407.5,-16.0,-10.0,18.867962264113206
71,275,602,18388.5,-18.0,23.0,29.206163733020468
72,265,594,11133.0,-10.0,-8.0,12.806248474865697
73,262,599,16391.0,-3.0,5.0,5.830951894845301
74,266,666,4807.5,4.0,67.0,67.11929677819934
75,234,565,13456.5,-32.0,-101.0,105.94810050208545
76,242,625,4088.5,8.0,60.0,60.530983801686226
77,208,1002,7830.0,-34.0,377.0,378.53005164715785
78,229,567,1977.0,21.0,-435.0,435.50660155731276
79,193,960,5863.0,-36.0,393.0,394.64541046362115
80,194,933,2715.0,1.0,-27.0,27.018512172212592
81,178,949,5950.0,-16.0,16.0,22.627416997969522
82,177,933,853.0,-1.0,-16.0,16.0312195418814
83,166,968,2879.0,-11.0,35.0,36.68787265568828
105,241,524,7795.0,75.0,-444.0,450.28990661572686
106,245,525,5624.5,4.0,1.0,4.123105625617661
107,252,550,10813.0,7.0,25.0,25.96150997149434
108,256,572,8313.0,4.0,22.0,22.360679774997898
109,262,598,12688.5,6.0,26.0,26.68332812825267
110,265,618,9448.0,3.0,20.0,20.223748416156685
111,266,646,11124.0,1.0,28.0,28.0178514522438
112,258,697,8403.0,-8.0,51.0,51.62363799656123
113,239,729,9946.5,-19.0,32.0,37.21558813185679
114,230,748,8415.5,-9.0,19.0,21.02379604162864
115,69,1010,16424.0,-161.0,262.0,307.514227313144
116,210,720,4675.5,141.0,-290.0,322.46085033690525
117,50,1011,20077.0,-160.0,291.0,332.0858322783434
118,34,1160,3264.0,-16.0,149.0,149.85659811966906
119,42,1022,10980.0,8.0,-138.0,138.2316895650198
120,25,775,2539.0,-17.0,-247.0,247.58432906789557
121,115,454,8455.5,90.0,-321.0,333.3781636520305
122,67,415,1214.0,-48.0,-39.0,61.84658438426491
123,90,409,6522.5,23.0,-6.0,23.769728648009426
124,109,485,1468.0,19.0,76.0,78.33900688673555
125,62,444,11192.5,-47.0,-41.0,62.369864518050704
126,75,450,3868.5,13.0,6.0,14.317821063276353
127,44,448,9616.5,-31.0,-2.0,31.064449134018133
128,36,448,5427.0,-8.0,0.0,8.0
129,48,451,7051.5,12.0,3.0,12.36931687685298
130,15,456,2650.5,-33.0,5.0,33.37663853655727
131,168,706,11092.0,153.0,250.0,293.10237119477557
132,164,715,6169.5,-4.0,9.0,9.848857801796104
133,84,1014,24700.0,-80.0,299.0,309.517366233302
134,62,1020,17837.0,-22.0,6.0,22.80350850198276
135,53,1087,17930.0,-9.0,67.0,67.60177512462228
136,32,1110,7058.0,-21.0,23.0,31.144823004794873
137,20,1170,2438.0,-12.0,60.0,61.18823416311342
